ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-BL-Team,DO-BL-Competence,DO-Q-sen2,DO-Q-sen1,DO-Q-sen6,DO-Q-sen3,DO-Q-sen5,DO-Q-sen7,DO-Q-sen8,DO-Q-sen4,LocationLatitude,LocationLongitude,LocationAccuracy
R_3wtXjRuLObKdXql,Default Response Set,Anonymous,,,72.51.135.50,0,29/02/16 22:39,29/02/16 22:43,1,797908,A31ZQLN5HTZZOS,1,1,0,0,1.24,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usA,canada,mexico,argentina,brazil,peru,cambodia,syria,iraq,iran,russia,germany,france,,,,,,,,,,,,,8,2,1,2,5,7,2,4,1,4,6,5,5,4,6,5,5,1,5,5,4,5,4,3,4,6,1,26,Presentation 1,Competence|Team,f1|sen03p|f2|sen06n|f3|sen02p|f4|sen07n|f5|sen08n|f6|sen01p|f7|sen04p|f8|sen05n,,sen2|sen5|sen6|sen7|sen1|sen4|sen3|sen8,team_inst|team8|team7|team1|team6|team4|team5|team2|team3,Q140|comp1|comp7|comp4|comp6|comp5|comp8|comp3|comp2,4|1|2|3|6|8|7|5,1|2|3|4|5|6|7|8,8|1|3|6|5|4|7|2,5|8|2|1|7|3|6|4,3|1|2|7|8|5|6|4,6|2|8|3|5|4|1|7,3|8|7|5|2|4|1|6,7|3|8|6|2|4|5|1,37.44439697,-89.17050171,-1
R_eFO40kdtuP3TrAF,Default Response Set,Anonymous,,,67.208.235.40,0,29/02/16 22:36,29/02/16 22:44,1,185067,A3DMZISDAHNJIZ,1,1,0,0,82.923,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Afghanistan,Israel,Egypt,Britain,U.S.,Canada,Ireland,Scotland,Italy,France,Czechoslavakia,Russia,Brazil,Mexico,,,,,,,,,,,,5,6,5,3,8,6,1,2,1,3,5,2,5,3,4,5,4,1,2,6,3,5,5,4,4,2,2,60,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen01p|f3|sen08n|f4|sen04p|f5|sen02p|f6|sen07n|f7|sen06n|f8|sen03p,sen1|sen3|sen6|sen4|sen7|sen5|sen8|sen2,team_inst|team1|team4|team8|team3|team2|team7|team6|team5,Q140|comp3|comp5|comp6|comp8|comp4|comp7|comp2|comp1,7|1|2|8|3|5|6|4,1|2|3|4|5|6|7|8,2|8|3|7|5|6|4|1,6|7|3|5|8|4|1|2,1|4|8|2|5|7|3|6,3|6|7|8|5|2|4|1,3|4|1|6|5|2|7|8,4|3|8|5|7|6|2|1,42.70419312,-84.40979767,-1
R_cwo6tMgb330ozUF,Default Response Set,Anonymous,,,72.195.144.176,0,29/02/16 22:38,29/02/16 22:44,1,525760,A1VMLIEXDEIX9Q,1,1,0,0,10.31,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,England,Russia,Germany,Brazil,Thailand,China,Japan,Hungary,Iraq,Iran,Israel,Australia,Italy,France,,,,,,,,,2,1,5,4,3,8,8,1,1,2,4,4,5,5,4,4,5,1,5,5,5,5,5,5,5,5,1,31,Presentation 1,Team|Competence,f1|sen02p|f2|sen07n|f3|sen01p|f4|sen06n|f5|sen08n|f6|sen03p|f7|sen04p|f8|sen05n,,sen8|sen2|sen3|sen4|sen5|sen7|sen1|sen6,team_inst|team3|team7|team2|team6|team1|team5|team4|team8,Q140|comp4|comp6|comp3|comp5|comp2|comp8|comp7|comp1,1|2|5|8|6|4|7|3,1|2|3|4|5|6|7|8,3|8|6|1|7|2|5|4,1|5|4|7|3|2|8|6,1|3|5|4|2|7|6|8,8|6|5|3|4|1|7|2,1|5|7|4|3|8|6|2,4|1|5|3|8|6|7|2,41.68559265,-72.73120117,-1
R_6JZNQFkqkJxcRet,Default Response Set,Anonymous,,,24.30.63.117,0,29/02/16 22:32,29/02/16 22:44,1,747015,A2KW26KE43UBRS,1,1,36.517,36.517,260.825,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Chile,Egypt,Fiji,Cuba,Denmark,Sri Lanka,South Korea ,North Korea,,,,,,,,,,,,,,,,6,1,7,4,5,6,7,8,1,6,6,4,4,7,6,3,5,1,6,6,5,4,6,4,2,3,2,36,Presentation 1,Competence|Team,f1|sen02p|f2|sen08n|f3|sen03p|f4|sen07n|f5|sen05n|f6|sen01p|f7|sen04p|f8|sen06n,,sen2|sen5|sen8|sen6|sen1|sen3|sen4|sen7,team_inst|team5|team1|team7|team6|team2|team4|team3|team8,Q140|comp4|comp5|comp1|comp8|comp6|comp3|comp2|comp7,4|3|5|2|6|8|1|7,1|2|3|4|5|6|7|8,3|5|7|2|1|8|4|6,1|8|3|5|6|4|2|7,3|6|5|4|7|2|8|1,7|8|3|4|5|2|6|1,1|2|4|5|6|3|7|8,2|6|7|5|1|8|3|4,34.09179688,-84.22090149,-1
R_3KmmQfLWkSkAxuZ,Default Response Set,Anonymous,,,162.254.170.65,0,29/02/16 22:34,29/02/16 22:44,1,212798,A1QG4N21BF61PC,1,1,0,0,117.904,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,China,Mexico,Japan,North Korea,South Korea,Iraq,Iran,Pakistan,Egypt,Libya,Canada,Australia,New Zealand,Honduras,Venezuela,Hungary,Poland,Russia,,,,,,,7,5,5,3,6,2,4,6,1,3,1,7,1,5,4,5,3,1,4,1,7,3,6,5,5,3,2,27,Presentation 1,Team|Competence,f1|sen04p|f2|sen06n|f3|sen02p|f4|sen07n|f5|sen05n|f6|sen03p|f7|sen01p|f8|sen08n,,sen6|sen8|sen5|sen4|sen3|sen1|sen2|sen7,team_inst|team6|team3|team4|team8|team5|team2|team1|team7,Q140|comp4|comp5|comp3|comp2|comp7|comp8|comp1|comp6,7|3|5|2|1|4|8|6,1|2|3|4|5|6|7|8,1|5|2|4|8|6|3|7,4|6|7|3|5|8|2|1,3|7|5|6|8|1|2|4,7|8|2|4|3|6|5|1,7|4|2|8|5|1|6|3,7|2|1|3|8|6|4|5,41.8500061,-87.65000153,-1
R_0pOjb9fGTEQvSXX,Default Response Set,Anonymous,,,174.53.42.149,0,29/02/16 22:35,29/02/16 22:44,1,551655,A2MRVC4DWEZRY2,1,1,0,0,81.886,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Germany,England,Scotland,Ireland,Japan,United States,France,Korea,Afghanistan,,,,,,,,,,,,,,,,,8,7,6,5,3,2,4,7,1,1,1,2,2,2,5,3,2,1,2,3,1,3,2,4,6,2,2,52,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen03p|f3|sen06n|f4|sen01p|f5|sen02p|f6|sen08n|f7|sen07n|f8|sen04p,sen8|sen3|sen2|sen7|sen4|sen1|sen5|sen6,team_inst|team4|team2|team7|team1|team8|team5|team6|team3,Q140|comp2|comp7|comp5|comp1|comp3|comp4|comp8|comp6,8|7|2|4|6|3|1|5,1|2|3|4|5|6|7|8,5|3|2|1|6|8|4|7,5|2|6|1|4|8|7|3,2|5|1|6|8|3|7|4,7|2|4|6|5|3|1|8,4|2|6|7|8|3|1|5,4|7|6|5|3|8|2|1,34.918396,-92.13619995,-1
R_5j5w8eAkICfQeLX,Default Response Set,Anonymous,,,174.140.64.232,0,29/02/16 22:37,29/02/16 22:44,1,604429,A2H8GNSEVUJXYL,1,1,0,0,38.875,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,india,mali,france,italy,spain,belgium,japan,new zealand,botswana,peru,brazil,thailand,burma,iran,iraq,canada,mexico,iceland,greece,russia,china,austria,ukraine,,,3,3,8,4,5,2,5,5,1,5,1,5,5,2,3,4,4,1,7,1,5,5,4,4,4,4,1,55,Presentation 1,Team|Competence,f1|sen03p|f2|sen08n|f3|sen01p|f4|sen06n|f5|sen07n|f6|sen04p|f7|sen02p|f8|sen05n,,sen6|sen5|sen3|sen1|sen7|sen2|sen4|sen8,team_inst|team3|team2|team1|team7|team8|team6|team5|team4,Q140|comp6|comp5|comp3|comp2|comp8|comp4|comp7|comp1,1|6|8|7|3|2|5|4,1|2|3|4|5|6|7|8,5|2|7|8|6|3|1|4,7|2|6|5|4|1|8|3,8|4|5|3|6|1|2|7,3|4|1|5|7|2|8|6,5|6|7|2|3|8|1|4,1|5|6|4|7|3|2|8,39.89370728,-79.74919891,-1
R_cAYvd17bbK7bgeF,Default Response Set,Anonymous,,,209.63.186.180,0,29/02/16 22:38,29/02/16 22:44,1,533660,A29OZSCMCVOE3W,1,1,0,0,35.204,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States of America,Canada,Mexico,Peru,Brazil,Austria,Australia,United Kingdom,Germany,Czech Republic,Ireland,Spain,China,Russia,Japan,Turkey,Algeria,South Africa,Egypt,,,,,,,1,6,7,3,4,8,8,5,1,5,3,3,5,3,3,5,5,1,5,3,5,5,3,3,3,5,2,24,Presentation 1,Competence|Team,f1|sen01p|f2|sen08n|f3|sen03p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen04p|f8|sen07n,,sen5|sen7|sen2|sen8|sen1|sen3|sen6|sen4,team_inst|team7|team1|team3|team2|team6|team4|team8|team5,Q140|comp8|comp4|comp7|comp1|comp2|comp6|comp5|comp3,5|7|1|8|6|3|4|2,1|2|3|4|5|6|7|8,6|4|2|8|1|5|7|3,5|2|4|8|1|3|6|7,1|4|7|2|3|5|8|6,4|7|3|2|5|1|8|6,5|4|3|7|2|1|8|6,6|5|2|4|7|3|1|8,44.98429871,-93.26540375,-1
R_etVHZYyDRLzFDFj,Default Response Set,Anonymous,,,50.204.167.20,0,29/02/16 22:37,29/02/16 22:44,1,223362,A002160837SWJFPIAI7L7,1,1,69.799,69.799,73.333,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Austrailia,Germany,Brazil,Chile,Canada,Iceland,Turkey,Spain,Japan,Russia,Geor,,,,,,,,,,,,,,5,5,4,1,6,8,8,3,1,6,5,1,5,4,3,6,6,1,6,3,2,1,6,4,6,4,1,22,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen01p|f3|sen08n|f4|sen03p|f5|sen02p|f6|sen06n|f7|sen05n|f8|sen04p,sen8|sen3|sen1|sen5|sen7|sen6|sen2|sen4,team_inst|team5|team3|team4|team2|team6|team7|team1|team8,Q140|comp5|comp2|comp8|comp1|comp3|comp7|comp4|comp6,5|4|8|6|7|3|2|1,1|2|3|4|5|6|7|8,3|1|6|2|8|4|7|5,3|4|2|8|6|7|5|1,4|7|2|5|3|8|6|1,5|7|2|4|8|6|1|3,1|3|8|2|6|5|4|7,5|3|2|6|4|7|8|1,39.00120544,-76.93170166,-1
R_bC2mKwPBWDrW4T3,Default Response Set,Anonymous,,,173.149.140.79,0,29/02/16 22:36,29/02/16 22:44,1,415854,A3DYWQZI78VQF9,1,1,0,0,104.642,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,FRANCE,UNITED STATES,MEXICO,JAPAN,TAWAIN,THIALAND,CHINA,AUSTRALIA,CANADA,,,,,,,,,,,,,,,,,8,4,1,3,3,5,5,6,1,6,4,5,6,4,6,5,5,1,7,2,5,5,3,6,5,5,2,39,Presentation 1,Competence|Team,f1|sen03p|f2|sen07n|f3|sen04p|f4|sen08n|f5|sen06n|f6|sen02p|f7|sen01p|f8|sen05n,,sen5|sen3|sen6|sen8|sen2|sen4|sen7|sen1,team_inst|team7|team8|team1|team6|team2|team3|team5|team4,Q140|comp5|comp7|comp8|comp6|comp1|comp2|comp4|comp3,3|5|6|1|2|8|4|7,1|2|3|4|5|6|7|8,5|6|2|1|3|8|7|4,7|5|1|3|8|6|2|4,1|8|6|3|5|2|7|4,5|6|1|7|3|2|4|8,7|5|6|1|3|2|8|4,5|8|6|4|7|1|2|3,29.75230408,-95.36699677,-1
R_0er5tbkbmH6Dbed,Default Response Set,Anonymous,,,69.87.112.1,0,29/02/16 22:37,29/02/16 22:44,1,184549,A9IWWWKFNAGOE,1,1,0,0,66.545,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,canada,us,mexico,portugal,spain ,france,netherlands,germany,italy,hungry,russia,austria,norway,sweeden,denmark,poland,,,,,,,,,,7,1,3,6,2,5,8,5,1,7,2,7,1,2,7,7,1,1,7,1,7,7,1,7,7,1,1,36,Presentation 1,Competence|Team,f1|sen02p|f2|sen05n|f3|sen04p|f4|sen06n|f5|sen08n|f6|sen03p|f7|sen01p|f8|sen07n,,sen8|sen6|sen5|sen1|sen2|sen7|sen4|sen3,team_inst|team1|team7|team3|team5|team2|team6|team8|team4,Q140|comp8|comp2|comp5|comp7|comp4|comp3|comp1|comp6,3|6|5|1|7|8|2|4,1|2|3|4|5|6|7|8,2|8|5|4|6|7|1|3,1|4|3|8|2|6|5|7,6|7|8|1|5|3|4|2,6|7|8|3|2|5|4|1,8|1|3|6|4|7|5|2,6|4|3|1|8|5|2|7,32.78309631,-96.80670166,-1
R_38BYxXpDQs0evm5,Default Response Set,Anonymous,,,24.140.94.61,0,29/02/16 22:37,29/02/16 22:44,1,698421,A382OV019QLW6H,1,1,0,0,50.537,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Great Britain,France,Spain,Germany,Iran,Iraq,UAE,Portugal,Greece,China,,,,,,,,,,,,,3,8,7,6,4,2,5,5,1,3,2,6,2,2,2,6,2,1,2,2,6,2,2,4,6,4,1,49,Presentation 1,Competence|Team,f1|sen02p|f2|sen07n|f3|sen01p|f4|sen05n|f5|sen06n|f6|sen03p|f7|sen04p|f8|sen08n,,sen3|sen4|sen7|sen5|sen2|sen8|sen1|sen6,team_inst|team7|team1|team4|team5|team3|team8|team2|team6,Q140|comp8|comp3|comp6|comp4|comp1|comp2|comp5|comp7,6|7|2|8|4|5|3|1,1|2|3|4|5|6|7|8,2|4|7|5|8|6|1|3,8|3|6|4|1|5|2|7,8|5|4|1|6|7|2|3,3|4|5|1|8|7|6|2,7|3|2|8|5|1|6|4,2|4|3|6|1|8|5|7,40.80769348,-81.97299957,-1
R_eniGJTllFeS76FT,Default Response Set,Anonymous,,,99.67.87.15,0,29/02/16 22:37,29/02/16 22:45,1,204154,A1E1XXSCJHEA3T,1,1,0,0,69.005,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Mexico,Saudi Arabia,United Kingdom,France,Russia,China,Australia,Namibia,South Africa,Madagascar,Nigeria,Niger,Egypt,Iran,Iraq,Colombia,Brazil,Gambia,Morocco,,,,,1,5,4,7,6,7,6,3,1,5,3,4,7,6,1,5,2,1,5,2,3,7,7,1,5,4,2,22,Presentation 1 inverse,Competence|Team,,f1|sen06n|f2|sen04p|f3|sen05n|f4|sen03p|f5|sen02p|f6|sen07n|f7|sen08n|f8|sen01p,sen8|sen7|sen2|sen1|sen6|sen5|sen4|sen3,team_inst|team4|team1|team2|team7|team3|team6|team8|team5,Q140|comp3|comp8|comp1|comp5|comp7|comp4|comp6|comp2,7|2|3|4|8|1|6|5,1|2|3|4|5|6|7|8,7|3|8|6|2|1|5|4,8|7|4|5|2|6|1|3,2|7|4|6|5|1|3|8,5|3|2|4|6|7|8|1,3|6|8|5|2|4|1|7,4|2|3|1|6|8|7|5,33.39720154,-86.84079742,-1
R_3JcsulJ4V6xEhZb,Default Response Set,Anonymous,,,74.62.120.82,0,29/02/16 22:37,29/02/16 22:45,1,708366,A1OL25WY0BYMMH,1,1,42.509,52.175,52.724,3,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Usa,Iraq,Iran,France,Italy ,Germany ,Cuba,Haiti,South Africa,Columbia ,Mexico ,Canada  ,Sudan,E,,,,,,,,,,,,4,5,2,8,6,7,1,3,1,2,6,2,6,6,2,3,6,1,2,5,2,6,5,4,3,5,1,49,Presentation 1 inverse,Team|Competence,,f1|sen07n|f2|sen03p|f3|sen08n|f4|sen01p|f5|sen02p|f6|sen05n|f7|sen06n|f8|sen04p,sen3|sen7|sen8|sen5|sen1|sen6|sen2|sen4,team_inst|team2|team7|team6|team8|team5|team3|team1|team4,Q140|comp1|comp4|comp3|comp2|comp6|comp5|comp7|comp8,6|8|7|5|1|4|3|2,1|2|3|4|5|6|7|8,7|6|4|5|8|2|1|3,1|2|8|3|4|6|5|7,7|2|6|3|5|1|4|8,4|8|7|1|5|6|2|3,6|2|7|8|5|3|4|1,6|7|4|3|1|8|2|5,39.02949524,-94.62830353,-1
R_9NtYAzLUyI519Jj,Default Response Set,Anonymous,,,164.119.71.232,0,29/02/16 22:39,29/02/16 22:45,1,501450,A2J1VDVDYZRK29,1,1,0,0,6.251,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Argentina,China,Japan,USA,Israel,Palestine,Pakistan,Iran,Iraq,Georgia,Istanbul,Turkey,Italy,Germany,France,Switzerland,Greenland,Russia,,,,,,,,7,8,4,5,2,3,1,3,1,6,5,3,5,7,4,6,6,1,4,5,5,3,6,6,4,5,1,27,Presentation 1 inverse,Team|Competence,,f1|sen07n|f2|sen03p|f3|sen06n|f4|sen02p|f5|sen04p|f6|sen08n|f7|sen05n|f8|sen01p,sen3|sen7|sen6|sen4|sen8|sen2|sen5|sen1,team_inst|team2|team8|team3|team4|team7|team1|team5|team6,Q140|comp2|comp5|comp7|comp3|comp4|comp1|comp6|comp8,4|6|2|7|8|5|1|3,1|2|3|4|5|6|7|8,6|8|7|1|5|2|4|3,1|6|2|3|4|7|8|5,1|6|4|7|8|2|5|3,4|1|2|7|3|6|5|8,3|4|1|5|6|8|2|7,7|8|3|6|1|5|4|2,40.73739624,-96.7111969,-1
R_eRpZVZwKoMcARJb,Default Response Set,Anonymous,,,74.211.88.129,0,29/02/16 22:36,29/02/16 22:45,1,440998,A3H7LONGSJ9384,1,1,0,0,81.331,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,Venezuela,Mexico,Cuba,France,Germany,Belgium,Russia,,,,,,,,,,,,,,,,,,5,7,3,7,4,6,8,2,1,1,7,4,1,7,1,4,1,1,1,7,4,1,7,1,6,2,1,56,Presentation 1 inverse,Team|Competence,,f1|sen08n|f2|sen02p|f3|sen05n|f4|sen03p|f5|sen01p|f6|sen07n|f7|sen06n|f8|sen04p,sen1|sen3|sen4|sen8|sen5|sen6|sen7|sen2,team_inst|team6|team3|team1|team4|team8|team7|team2|team5,Q140|comp2|comp5|comp8|comp7|comp6|comp4|comp1|comp3,3|7|8|5|4|6|2|1,1|2|3|4|5|6|7|8,5|4|7|6|3|1|8|2,8|4|7|1|2|5|6|3,8|6|7|1|5|2|4|3,7|4|2|5|6|3|1|8,4|2|7|1|6|8|5|3,3|8|6|4|2|5|1|7,33.12879944,-107.0276031,-1
R_1SNkEmEuPM8cr0p,Default Response Set,Anonymous,,,108.85.160.64,0,29/02/16 22:37,29/02/16 22:45,1,673262,A3HXEV518E9PZQ,1,1,7.902,21.309,58.629,2,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,canada,mexico,france,england,poland,russia,china,japan,korea,viet nam,columbia,panama,equador,san salvador,g,,,,,,,,,,8,8,5,2,6,7,3,6,1,3,7,3,7,6,4,4,7,1,4,7,3,7,5,3,4,7,2,83,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen04p|f3|sen05n|f4|sen02p|f5|sen03p|f6|sen08n|f7|sen06n|f8|sen01p,sen4|sen2|sen7|sen8|sen6|sen3|sen1|sen5,team_inst|team3|team1|team7|team5|team6|team8|team2|team4,Q140|comp8|comp4|comp7|comp3|comp6|comp1|comp5|comp2,6|5|3|7|1|8|4|2,1|2|3|4|5|6|7|8,2|1|5|8|6|3|7|4,4|3|5|6|8|7|1|2,6|5|7|4|1|3|2|8,5|8|7|2|3|6|1|4,7|6|1|3|2|8|4|5,8|6|7|3|5|4|2|1,42.18899536,-87.8062973,-1
R_6fAhoq16mh9kGCV,Default Response Set,Anonymous,,,64.234.44.55,0,29/02/16 22:38,29/02/16 22:45,1,284937,A2A61XB2OVAQJQ,1,1,0,0,39.824,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,France,Peru,Spain,Chile,Thailand,Italy,Zimbabwe ,Mexico,Uni,,,,,,,,,,,,,,,,3,4,6,2,7,8,1,7,1,3,7,4,7,6,6,4,4,1,3,7,4,7,7,7,4,4,2,40,Presentation 1 inverse,Team|Competence,,f1|sen07n|f2|sen04p|f3|sen05n|f4|sen03p|f5|sen02p|f6|sen06n|f7|sen08n|f8|sen01p,sen4|sen7|sen3|sen6|sen1|sen8|sen2|sen5,team_inst|team4|team3|team2|team8|team1|team5|team6|team7,Q140|comp5|comp6|comp7|comp1|comp8|comp3|comp4|comp2,3|6|7|8|4|2|5|1,1|2|3|4|5|6|7|8,1|5|2|4|8|7|3|6,4|5|2|3|7|1|8|6,7|5|3|2|8|4|6|1,8|4|7|2|3|6|5|1,3|5|2|4|1|6|7|8,4|7|3|2|1|6|8|5,41.31809998,-122.3202057,-1
R_3wQMchBiWBWk8Xr,Default Response Set,Anonymous,,,107.77.90.89,0,29/02/16 22:38,29/02/16 22:45,1,617435,A2O76FE5NQWOC8,1,1,0,0,44.833,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,US,Canada,Italy,Brazil,Tanzania,England,China,Japan,Germany,Mexico,Ireland,Scotland,Greenland,Iceland,Bosnia,Afghanist,,,,,,,,,,2,4,7,5,8,3,1,6,1,2,7,2,7,7,2,3,4,1,2,7,2,5,7,4,4,3,2,30,Presentation 1 inverse,Team|Competence,,f1|sen07n|f2|sen01p|f3|sen06n|f4|sen02p|f5|sen04p|f6|sen08n|f7|sen05n|f8|sen03p,sen8|sen4|sen6|sen7|sen5|sen1|sen2|sen3,team_inst|team4|team5|team2|team1|team6|team8|team7|team3,Q140|comp2|comp6|comp8|comp3|comp5|comp1|comp7|comp4,3|6|1|5|8|2|4|7,1|2|3|4|5|6|7|8,6|3|8|1|5|4|2|7,5|8|6|1|7|3|2|4,6|5|4|3|1|8|2|7,7|3|4|5|6|8|1|2,4|2|3|6|5|7|8|1,7|3|2|5|8|1|4|6,38,-97,-1
R_5tMBYXXIPKtbYwZ,Default Response Set,Anonymous,,,97.125.87.99,0,29/02/16 22:35,29/02/16 22:45,1,481964,A26RO8GGTQAXGG,1,1,0,0,39.615,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,egypt,usa,england,france,uganda,surinam,iran,iraq,moldovia,mongolia,chins,japan,india,korea,nkorea,thailand,myanmar,li,,,,,,,,1,5,6,8,2,4,8,2,1,6,1,1,3,3,2,2,1,1,7,2,5,5,3,5,5,5,2,52,Presentation 1,Competence|Team,f1|sen01p|f2|sen05n|f3|sen02p|f4|sen06n|f5|sen08n|f6|sen04p|f7|sen03p|f8|sen07n,,sen4|sen2|sen7|sen6|sen3|sen8|sen5|sen1,team_inst|team5|team1|team8|team2|team6|team7|team3|team4,Q140|comp3|comp1|comp6|comp7|comp4|comp5|comp8|comp2,6|5|1|7|8|3|4|2,1|2|3|4|5|6|7|8,4|8|5|3|6|1|2|7,6|3|8|7|5|4|2|1,3|4|2|6|8|1|7|5,6|5|3|1|4|2|8|7,8|7|5|3|4|2|1|6,8|6|3|2|5|4|7|1,44.04859924,-123.219696,-1
R_5tpcjZ7mi5FLIQB,Default Response Set,Anonymous,,,24.234.68.13,0,29/02/16 22:39,29/02/16 22:46,1,668271,A2YKW761AK4ZGY,1,1,0,0,2.928,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,England,Spain,Egypt,Kenya,Sudan,Mexico,Guatemala,Argentina,Brazil,Holland,Germnay,Italy,Greece,Turkey,Japan,China,Korea,Nigeria,,,,,,6,7,1,3,5,2,8,4,1,5,5,6,6,4,6,5,4,1,4,5,6,6,4,6,5,4,1,31,Presentation 1,Team|Competence,f1|sen03p|f2|sen06n|f3|sen04p|f4|sen08n|f5|sen05n|f6|sen01p|f7|sen02p|f8|sen07n,,sen2|sen3|sen1|sen7|sen6|sen5|sen8|sen4,team_inst|team8|team5|team6|team7|team2|team4|team1|team3,Q140|comp8|comp4|comp2|comp7|comp3|comp5|comp1|comp6,6|1|2|7|3|5|4|8,1|2|3|4|5|6|7|8,6|8|3|4|5|7|2|1,7|5|6|3|4|1|2|8,5|3|1|6|8|2|4|7,2|6|1|8|4|5|7|3,7|2|1|6|3|5|8|4,7|6|2|8|1|5|4|3,36.14430237,-115.1829987,-1
R_37WC9Na1fvx22wZ,Default Response Set,Anonymous,,,99.149.26.1,0,29/02/16 22:39,29/02/16 22:46,1,497900,AYNKQRPMSDXQ3,1,1,0,0,78.18,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,canada,mexico,guatemala,england,france,germany,china,russia,jamaica,spain,holland,portugal,sweden,norway,switzerland,,,,,,,,,,4,1,6,3,5,7,7,7,1,5,1,5,4,1,5,3,3,1,5,1,4,3,1,5,4,4,1,26,Presentation 1,Team|Competence,f1|sen02p|f2|sen05n|f3|sen04p|f4|sen06n|f5|sen07n|f6|sen03p|f7|sen01p|f8|sen08n,,sen4|sen6|sen7|sen2|sen3|sen1|sen5|sen8,team_inst|team6|team3|team2|team7|team4|team1|team8|team5,Q140|comp2|comp4|comp8|comp1|comp6|comp7|comp3|comp5,5|7|6|3|2|1|8|4,1|2|3|4|5|6|7|8,5|1|2|7|6|3|4|8,4|2|1|7|5|8|6|3,2|7|4|3|8|5|1|6,7|3|1|5|8|4|6|2,1|2|6|8|7|5|3|4,7|3|5|6|4|8|1|2,39.07899475,-86.61750031,-1
