ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02n,f3,sen03p,f4,sen04n,f5,sen05n,f6,sen06p,f7,sen07p,f8,sen08n,f1,sen09n,f2,sen10p,f3,sen11n,f4,sen12p,f5,sen13p,f6,sen14n,f7,sen15n,f8,sen16p,f1,sen17p,f2,sen18n,f3,sen19p,f4,sen20n,f5,sen21n,f6,sen22p,f7,sen23p,f8,sen24n,f1,sen25n,f2,sen26p,f3,sen27n,f4,sen28p,f5,sen29p,f6,sen30n,f7,sen31n,f8,sen32p,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sen9,sen10,sen11,sen12,sen13,sen14,sen15,sen16,sen17,sen18,sen19,sen20,sen21,sen22,sen23,sen24,sen25,sen26,sen27,sen28,sen29,sen30,sen31,sen32,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Presentation2,DO-BL-Presentation2inverse,DO-BL-Recall1,DO-BL-Recall1inverse,DO-BL-Recall2,DO-BL-Recall2inverse,DO-BL-Team,DO-BL-Competence,DO-Q-sen1,DO-Q-sen2,DO-Q-sen26,DO-Q-sen18,DO-Q-sen31,DO-Q-sen23,DO-Q-sen9,DO-Q-sen5,DO-Q-sen13,DO-Q-sen15,DO-Q-sen7,DO-Q-sen25,DO-Q-sen17,DO-Q-sen10,DO-Q-sen20,DO-Q-sen28,DO-Q-sen3,DO-Q-sen11,DO-Q-sen19,DO-Q-sen27,DO-Q-sen8,DO-Q-sen16,DO-Q-sen4,DO-Q-sen12,DO-Q-sen21,DO-Q-sen14,DO-Q-sen29,DO-Q-sen6,DO-Q-sen30,DO-Q-sen22,DO-Q-sen24,DO-Q-sen32,LocationLatitude,LocationLongitude,LocationAccuracy
R_abzNc10ajr2oX2Z,Default Response Set,Anonymous,,,73.246.28.166,0,2/23/2016 18:43,2/23/2016 18:50,1,63717,A36662QQDZ9J3R,1,1,0,0,54.303,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,Pakistan,Russia,Myanmar,Japan,Mongolia,China,Boliva,Brazil,Ecuador,Chile,Argentina,Mexico,Canada,Germany,Switzerland,Franc,,,,,,,,,6,8,7,5,4,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,6,5,5,7,5,5,1,5,5,5,5,5,6,4,4,1,43,Presentation 1,Team|Competence,f1|sen06p|f2|sen08n|f3|sen07p|f4|sen05n|f5|sen04n|f6|sen01p|f7|sen03p|f8|sen02n,,,,sen4|sen2|sen6|sen5|sen7|sen1|sen8|sen3,,,,team_inst|team3|team4|team2|team8|team6|team7|team5|team1,Q140|comp6|comp3|comp5|comp7|comp4|comp2|comp8|comp1,1|2|3|4|5|6|7|8,3|5|6|4|8|7|1|2,,,,,,5|4|6|2|7|1|8|3,,,4|7|2|3|1|8|6|5,,,,,,1|2|5|4|3|8|7|6,,,,7|5|1|6|8|3|2|4,,3|7|5|4|2|8|6|1,,,,,3|1|2|7|8|6|4|5,,,,,42.17430115,-87.8809967,-1
R_1KXJrNwIurfyCwd,Default Response Set,Anonymous,,,76.189.224.56,0,2/23/2016 18:44,2/23/2016 18:50,1,55275,A1V91Z2CQKMR55,1,1,0,0,29.847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,europe,asia,iraq,afghanistan,canada,mexico,new zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,5,8,1,4,4,1,6,5,6,5,5,4,6,5,1,4,3,6,5,5,5,7,6,1,23,Presentation 2 inverse,Competence|Team,,,,f1|sen31n|f2|sen26p|f3|sen25n|f4|sen28p|f5|sen29p|f6|sen27n|f7|sen30n|f8|sen32p,,,,sen26|sen31|sen32|sen27|sen29|sen28|sen30|sen25,team_inst|team1|team8|team2|team4|team5|team3|team7|team6,Q140|comp4|comp8|comp1|comp5|comp2|comp7|comp6|comp3,,,4|1|2|6|3|5|8|7,,3|8|2|4|1|6|5|7,,,,,,,1|2|3|4|5|6|7|8,,,,2|1|3|5|8|6|4|7,,,,3|2|7|5|8|6|4|1,,,,,,,7|4|8|6|3|2|5|1,,1|4|8|6|3|2|7|5,,,4|3|2|6|8|1|7|5,41.43960571,-82.13480377,-1
R_4V2amc5wmp8ZXmJ,Default Response Set,Anonymous,,,70.178.64.54,0,2/23/2016 18:43,2/23/2016 18:50,1,57867,ACQ1B7MAA7NCV,1,1,0,0,51.804,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,Belize,Chile,USA,Canada,Ireland,France,Italy,Peru,Cuba,Greenland,Iceland,Australia,Austria,Cost Rica,Guetemala,Mexi,,,,,,,,,,,,,,,,,6,8,1,4,5,7,3,2,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,36,Presentation 1 inverse,Team|Competence,,f1|sen11n|f2|sen16p|f3|sen15n|f4|sen12p|f5|sen13p|f6|sen09n|f7|sen14n|f8|sen10p,,,,sen9|sen10|sen11|sen16|sen13|sen14|sen12|sen15,,,team_inst|team7|team6|team1|team8|team5|team2|team4|team3,Q140|comp4|comp7|comp5|comp3|comp2|comp8|comp1|comp6,,,,,,,1|2|3|4|5|6|7|8,,6|2|5|3|8|4|1|7,7|2|3|1|5|6|8|4,,,,8|5|7|1|3|6|4|2,,,,7|8|1|3|2|4|6|5,,,,1|3|2|7|6|5|4|8,,1|4|8|2|3|7|5|6,,3|1|8|5|2|4|6|7,,,,,,,35.34790039,-94.35320282,-1
R_2uGBTRq0Yym00hD,Default Response Set,Anonymous,,,24.178.176.30,0,2/23/2016 18:44,2/23/2016 18:50,1,83165,A1FYFBIFYWTMJS,1,1,0,0,25.768,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,UK,China,Russia,Africa,Italy,Spain,Germany,Poland,Vatican,Mexico,Peru,Brazil,Korea,Bhutan,,,,,,,,,,,5,1,3,2,8,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,1,7,7,7,1,1,1,1,7,2,7,7,7,1,1,30,Presentation 1,Competence|Team,f1|sen01p|f2|sen04n|f3|sen03p|f4|sen08n|f5|sen02n|f6|sen07p|f7|sen06p|f8|sen05n,,,,sen5|sen7|sen8|sen2|sen6|sen3|sen4|sen1,,,,team_inst|team4|team7|team2|team3|team6|team8|team5|team1,Q140|comp8|comp2|comp6|comp3|comp7|comp1|comp4|comp5,1|2|3|4|5|6|7|8,7|1|6|4|3|2|8|5,,,,,,3|4|6|2|5|8|1|7,,,1|3|5|4|6|2|8|7,,,,,,7|1|6|2|8|5|4|3,,,,3|4|2|6|1|5|8|7,,4|1|6|3|7|8|2|5,,,,,1|3|7|6|2|4|8|5,,,,,33.90870667,-86.24970245,-1
R_6EkfDur5pbEGsux,Default Response Set,Anonymous,,,71.8.99.67,0,2/23/2016 18:43,2/23/2016 18:50,1,34818,A9MJVJAMLCDMV,1,1,0,0,9.839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,2,3,4,5,7,1,5,6,7,4,7,2,6,4,1,6,6,7,6,5,6,5,4,1,63,Presentation 2 inverse,Competence|Team,,,,f1|sen31n|f2|sen32p|f3|sen27n|f4|sen26p|f5|sen28p|f6|sen30n|f7|sen25n|f8|sen29p,,,,sen30|sen26|sen29|sen27|sen28|sen25|sen31|sen32,team_inst|team5|team8|team7|team4|team1|team2|team6|team3,Q140|comp6|comp3|comp8|comp5|comp4|comp7|comp1|comp2,,,6|3|7|4|2|8|5|1,,6|5|7|3|8|2|1|4,,,,,,,1|2|3|4|5|6|7|8,,,,1|7|6|4|5|2|3|8,,,,4|5|8|6|1|3|7|2,,,,,,,3|8|6|4|7|5|2|1,,7|5|1|2|8|3|6|4,,,3|8|5|2|1|6|7|4,30.40089417,-90.39360046,-1
R_81jPV723dRrA2I5,Default Response Set,Anonymous,,,68.39.171.186,0,2/23/2016 18:43,2/23/2016 18:50,1,25587,A2EAJ7834XI2IT,1,1,0,0,82.825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,America,Chile,China,Brazil,Ethiopia,Italy,Japan,Libya,Norway,Spain,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,7,6,4,3,5,2,,,,,,,,,1,6,5,5,6,5,6,7,6,1,5,7,5,6,6,5,6,4,1,28,Presentation 2,Team|Competence,,,f1|sen23p|f2|sen24n|f3|sen22p|f4|sen21n|f5|sen18n|f6|sen17p|f7|sen19p|f8|sen20n,,,,sen22|sen23|sen17|sen24|sen21|sen19|sen18|sen20,,team_inst|team2|team7|team4|team5|team6|team1|team3|team8,Q140|comp6|comp5|comp1|comp3|comp7|comp4|comp8|comp2,,,,1|8|5|2|4|3|7|6,,4|3|2|5|8|1|7|6,,,,,,,1|2|3|4|5|6|7|8,,3|2|6|5|4|1|7|8,,,,3|6|1|2|4|5|8|7,,,,,,3|5|8|6|1|2|4|7,,,,,5|1|3|8|6|7|2|4,8|7|4|1|6|2|5|3,,40.7631073,-86.09179688,-1
R_envPAbzMURBpIIB,Default Response Set,Anonymous,,,73.222.221.210,0,2/23/2016 18:43,2/23/2016 18:50,1,18927,A2MG1LLIKMGAMX,1,1,0,0,42.927,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Turkey,Lebanon,Iran,Iraq,China,Russia,Japan,Hong Kong,India,United States,Mexico,Canada,Britain,England,Scotland,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,2,8,5,1,1,1,7,7,5,7,7,6,7,7,1,7,7,7,7,7,7,7,7,2,43,Presentation 2 inverse,Team|Competence,,,,f1|sen31n|f2|sen28p|f3|sen30n|f4|sen26p|f5|sen32p|f6|sen27n|f7|sen25n|f8|sen29p,,,,sen26|sen29|sen32|sen28|sen30|sen25|sen31|sen27,team_inst|team7|team1|team4|team5|team3|team8|team6|team2,Q140|comp6|comp8|comp5|comp7|comp2|comp3|comp4|comp1,,,3|2|6|8|1|7|4|5,,2|5|1|3|8|6|4|7,,,,,,,1|2|3|4|5|6|7|8,,,,6|3|8|1|5|7|2|4,,,,7|5|2|4|8|3|1|6,,,,,,,6|7|2|3|1|4|5|8,,7|8|6|2|3|1|5|4,,,6|7|1|2|8|3|4|5,37.77349854,-122.278801,-1
R_cSHQEQE7SS7HlUF,Default Response Set,Anonymous,,,204.44.89.184,0,2/23/2016 18:44,2/23/2016 18:50,1,63374,A3KKXA7COL5JHL,1,1,0,0,68.836,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,america,canada,mexico,columbia,china,russia,japan,vietnam,thailand,philippines,germany,britian,united kingdom,spain,portugal,new zeland,denmark,norway,ghanna,,,,,,,6,7,5,8,4,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,37,Presentation 1,Team|Competence,f1|sen07p|f2|sen08n|f3|sen01p|f4|sen05n|f5|sen02n|f6|sen06p|f7|sen03p|f8|sen04n,,,,sen6|sen5|sen3|sen8|sen2|sen1|sen4|sen7,,,,team_inst|team7|team2|team1|team8|team3|team4|team6|team5,Q140|comp5|comp4|comp6|comp3|comp8|comp2|comp1|comp7,1|2|3|4|5|6|7|8,1|4|6|2|3|5|7|8,,,,,,6|3|7|4|5|2|8|1,,,2|5|1|4|6|3|7|8,,,,,,3|5|8|7|6|4|2|1,,,,1|8|7|4|3|2|6|5,,3|8|6|7|4|1|2|5,,,,,4|3|8|6|1|2|5|7,,,,,33.91639709,-118.4040985,-1
R_6Yiiu2NjhMavviB,Default Response Set,Anonymous,,,98.66.170.168,0,2/23/2016 18:42,2/23/2016 18:51,1,56826,A1VJAKNGJPT0M3,1,1,0,0,110.533,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Africa,America,Canada,Mexico,Saudi Arabia,China,Russia,Syria,Iran,Iraq,Europe,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,8,2,7,1,5,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,2,46,Presentation 2 inverse,Competence|Team,,,,f1|sen31n|f2|sen29p|f3|sen27n|f4|sen26p|f5|sen32p|f6|sen25n|f7|sen30n|f8|sen28p,,,,sen26|sen28|sen27|sen29|sen32|sen31|sen25|sen30,team_inst|team6|team5|team2|team8|team1|team3|team4|team7,Q140|comp4|comp5|comp8|comp1|comp7|comp6|comp3|comp2,,,6|8|5|4|1|2|7|3,,3|6|8|4|1|2|7|5,,,,,,,1|2|3|4|5|6|7|8,,,,4|6|7|8|3|1|5|2,,,,7|6|1|8|3|5|2|4,,,,,,,2|3|5|1|6|8|4|7,,4|5|7|6|8|1|3|2,,,6|5|1|7|8|4|2|3,32.57989502,-84.83329773,-1
R_37pEKAe41pE2a2N,Default Response Set,Anonymous,,,76.121.196.105,0,2/23/2016 18:42,2/23/2016 18:51,1,40717,A3LI11B9RGB73X,1,1,0,0,81.484,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,canada,mexico,china,japan,ebgland,france,spain,russia,,,,,,,,,,,,,,,,,8,2,4,3,4,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,2,51,Presentation 1,Competence|Team,f1|sen01p|f2|sen02n|f3|sen06p|f4|sen04n|f5|sen05n|f6|sen03p|f7|sen07p|f8|sen08n,,,,sen2|sen5|sen8|sen7|sen1|sen3|sen4|sen6,,,,team_inst|team8|team7|team3|team6|team1|team4|team2|team5,Q140|comp7|comp1|comp3|comp8|comp6|comp4|comp5|comp2,1|2|3|4|5|6|7|8,7|4|5|3|1|6|2|8,,,,,,3|1|7|4|8|5|6|2,,,7|5|4|1|6|8|3|2,,,,,,4|5|6|7|1|8|2|3,,,,6|5|1|2|7|4|8|3,,5|1|2|8|3|7|4|6,,,,,2|3|7|1|6|5|8|4,,,,,47.05969238,-122.3623047,-1
R_5yCEf4kaC5pE9kV,Default Response Set,Anonymous,,,99.89.45.97,0,2/23/2016 18:42,2/23/2016 18:51,1,22079,A2R02DYCDLY75U,1,1,0,0,45.983,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,Israel,England,Spain,Thailand,France,Turkey,Indonesia,Canada,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,2,6,7,5,,,,,,,,,,,,,,,,,1,7,7,6,4,6,4,6,2,1,7,7,5,5,7,4,6,2,2,37,Presentation 1 inverse,Competence|Team,,f1|sen09n|f2|sen13p|f3|sen11n|f4|sen10p|f5|sen16p|f6|sen14n|f7|sen15n|f8|sen12p,,,,sen11|sen13|sen9|sen16|sen12|sen14|sen15|sen10,,,team_inst|team1|team8|team4|team2|team7|team6|team3|team5,Q140|comp8|comp1|comp4|comp2|comp5|comp7|comp6|comp3,,,,,,,1|2|3|4|5|6|7|8,,2|1|6|7|4|8|5|3,4|1|6|2|8|3|7|5,,,,2|6|8|5|1|4|7|3,,,,7|4|6|3|5|8|2|1,,,,6|5|7|2|8|1|4|3,,6|4|2|3|7|5|8|1,,4|1|6|8|2|7|3|5,,,,,,,41.60249329,-86.26429749,-1
R_1BxrOYwQr0kZbO5,Default Response Set,Anonymous,,,72.192.148.209,0,2/23/2016 18:44,2/23/2016 18:51,1,17854,A14HW8I4RYHNC4,1,1,13.812,16.986,52.473,2,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,Canada,England,Italy,Russia,China,Mexico,Japan,Vietnam,South Korea,Holland,Germany,Spain,Egypt,Isreal,Iran,Iraq,,,,,,,,,8,2,1,8,6,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,6,6,7,5,7,3,1,6,7,6,7,6,6,7,5,1,53,Presentation 1,Team|Competence,f1|sen03p|f2|sen05n|f3|sen01p|f4|sen02n|f5|sen08n|f6|sen06p|f7|sen07p|f8|sen04n,,,,sen3|sen6|sen1|sen7|sen8|sen5|sen4|sen2,,,,team_inst|team4|team3|team5|team6|team1|team8|team7|team2,Q140|comp4|comp5|comp1|comp6|comp2|comp8|comp3|comp7,1|2|3|4|5|6|7|8,8|7|6|1|4|2|5|3,,,,,,3|8|4|1|5|7|2|6,,,8|7|6|2|5|3|1|4,,,,,,6|5|8|3|1|7|2|4,,,,6|3|4|2|1|7|5|8,,5|7|1|2|8|4|6|3,,,,,7|4|3|1|5|6|2|8,,,,,32.79519653,-116.9671021,-1
R_6lM3sz9bPgZJ4YB,Default Response Set,Anonymous,,,50.54.220.83,0,2/23/2016 18:43,2/23/2016 18:51,1,45526,A1W045DUHMM4LZ,1,1,10.029,52.095,85.242,4,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,UK,Mexico,Brazil,Russia,China,Columbia,Argentina,Canada,Iceland,Sweden,Finland,Botswana,South Africa,New Zealand,,,,,,,,,,,,,,,,,,,1,8,7,5,4,6,3,2,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,32,Presentation 1 inverse,Team|Competence,,f1|sen09n|f2|sen16p|f3|sen15n|f4|sen13p|f5|sen12p|f6|sen14n|f7|sen11n|f8|sen10p,,,,sen12|sen10|sen13|sen14|sen16|sen15|sen9|sen11,,,team_inst|team3|team6|team1|team7|team8|team2|team5|team4,Q140|comp4|comp7|comp3|comp8|comp2|comp1|comp5|comp6,,,,,,,1|2|3|4|5|6|7|8,,7|8|2|6|3|4|1|5,8|7|5|6|1|3|2|4,,,,4|8|2|6|5|3|1|7,,,,6|7|2|3|4|8|1|5,,,,3|6|5|1|2|4|7|8,,6|1|4|3|5|8|7|2,,3|5|2|8|7|1|4|6,,,,,,,47.75419617,-122.2444,-1
R_9Gg210FTXOmSjL7,Default Response Set,Anonymous,,,98.216.151.127,0,2/23/2016 18:45,2/23/2016 18:51,1,42127,A35SIRYG4X5KT0,1,1,0,0,1.948,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANADA,USA,MEXICO,GUATEMALA,PANANMA,BOLIVIA,COLUMBIA,ARGENTINA,BRAZIL,URUGUAY,PARAGUAY,ENGLAND,SCOTTLAND,IRELAND,RUSSIA,FRANCE,SPAIN,AUSTRAILIA,CHINA,JAPAN,,,,,,,,,,,,,,4,6,6,1,1,3,7,5,,,,,,,,,,,,,,,,,1,2,5,6,7,5,5,4,5,1,5,5,6,6,6,4,5,5,1,34,Presentation 1 inverse,Competence|Team,,f1|sen09n|f2|sen10p|f3|sen11n|f4|sen13p|f5|sen12p|f6|sen14n|f7|sen15n|f8|sen16p,,,,sen10|sen15|sen9|sen16|sen14|sen11|sen12|sen13,,,team_inst|team5|team8|team1|team4|team7|team6|team3|team2,Q140|comp4|comp1|comp6|comp8|comp5|comp3|comp7|comp2,,,,,,,1|2|3|4|5|6|7|8,,8|6|2|7|1|4|3|5,2|3|1|5|7|4|6|8,,,,5|3|6|4|8|7|2|1,,,,7|3|1|8|4|5|6|2,,,,4|5|8|3|2|7|6|1,,2|8|1|3|6|5|7|4,,3|8|7|5|1|6|4|2,,,,,,,43.00790405,-71.49500275,-1
R_cSAw0QclnkUdc5D,Default Response Set,Anonymous,,,65.78.73.72,0,2/23/2016 18:45,2/23/2016 18:51,1,54216,A2O7H7VXLFN6BP,1,1,0,0,1.583,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Italy,Germany,Japan,China,France,Canada,Mexico,Brazil,Chile,Puerto Rico,Spain,Peru,Russia,North Korea,South Korea,Thailand,Australia,New Zealand,South Africa,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,2,7,5,8,,,,,,,,,1,6,4,5,5,6,5,5,5,1,4,5,5,5,5,6,5,6,1,22,Presentation 2,Team|Competence,,,f1|sen17p|f2|sen21n|f3|sen23p|f4|sen18n|f5|sen24n|f6|sen22p|f7|sen19p|f8|sen20n,,,,sen22|sen18|sen21|sen20|sen24|sen17|sen19|sen23,,team_inst|team7|team1|team4|team2|team3|team5|team6|team8,Q140|comp7|comp1|comp5|comp3|comp8|comp2|comp6|comp4,,,,2|4|8|5|3|1|7|6,,4|2|3|6|7|5|1|8,,,,,,,1|2|3|4|5|6|7|8,,3|5|1|2|4|8|7|6,,,,4|5|8|3|7|6|1|2,,,,,,7|2|3|1|4|8|5|6,,,,,4|3|6|7|8|5|1|2,7|6|8|2|4|3|1|5,,40.64149475,-75.2276001,-1
R_9QWuaBZMJOOPbQp,Default Response Set,Anonymous,,,50.142.100.112,0,2/23/2016 18:43,2/23/2016 18:51,1,63506,A2UO3QJZNC2VOE,1,1,0,0,2.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,russia,kenya,japan,china,austalia,cuba,puerto rico,cota rica,mexico,canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,3,6,2,4,1,8,,,,,,,,,1,5,3,3,3,5,5,6,6,1,5,4,4,3,5,5,3,5,1,30,Presentation 2,Team|Competence,,,f1|sen23p|f2|sen18n|f3|sen22p|f4|sen20n|f5|sen24n|f6|sen17p|f7|sen19p|f8|sen21n,,,,sen22|sen21|sen20|sen24|sen17|sen19|sen18|sen23,,team_inst|team4|team6|team8|team2|team1|team7|team3|team5,Q140|comp5|comp7|comp1|comp2|comp3|comp6|comp8|comp4,,,,6|3|7|1|8|5|4|2,,3|6|4|5|7|2|1|8,,,,,,,1|2|3|4|5|6|7|8,,3|7|1|5|4|6|2|8,,,,7|6|4|3|8|2|5|1,,,,,,1|7|5|6|3|8|2|4,,,,,6|4|3|1|7|5|8|2,4|1|7|3|6|2|8|5,,35.92170715,-84.18289948,-1
R_4GD7RkIHWQmFazH,Default Response Set,Anonymous,,,75.111.222.99,0,2/23/2016 18:44,2/23/2016 18:51,1,61188,A1SHLCA57M79E6,1,1,0,0,69.012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,America,Canada,Brazil,Mexico,Argentina ,South Africa,Egypt,Japan,Iran ,Iraq,France,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,6,2,3,4,1,4,,,,,,,,,1,7,3,5,5,5,6,5,4,1,7,4,4,5,6,5,5,5,2,33,Presentation 2,Team|Competence,,,f1|sen23p|f2|sen20n|f3|sen22p|f4|sen24n|f5|sen21n|f6|sen19p|f7|sen17p|f8|sen18n,,,,sen17|sen19|sen22|sen23|sen24|sen21|sen20|sen18,,team_inst|team3|team8|team7|team6|team1|team5|team2|team4,Q140|comp5|comp7|comp8|comp1|comp3|comp2|comp4|comp6,,,,2|7|6|4|3|1|5|8,,3|5|1|4|7|2|6|8,,,,,,,1|2|3|4|5|6|7|8,,5|8|4|6|7|3|2|1,,,,6|3|7|2|4|8|1|5,,,,,,1|3|4|5|7|6|2|8,,,,,1|4|8|5|2|6|3|7,3|6|8|4|7|2|5|1,,33.57620239,-102.0429001,-1
R_eRJuVde0FwmlWv3,Default Response Set,Anonymous,,,24.119.255.70,0,2/23/2016 18:44,2/23/2016 18:51,1,37703,A2J7PEUIO2WVUN,1,1,0,0,57.019,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Us,Canada,Mexico,Spain,China,Iraq,Afghanastan,Turkey,,,,,,,,,,,,,,,,,,8,7,4,3,2,5,8,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,6,6,7,6,6,6,1,6,6,6,6,6,6,6,6,2,33,Presentation 1,Team|Competence,f1|sen06p|f2|sen02n|f3|sen01p|f4|sen05n|f5|sen08n|f6|sen03p|f7|sen07p|f8|sen04n,,,,sen4|sen5|sen2|sen8|sen7|sen3|sen6|sen1,,,,team_inst|team3|team2|team8|team1|team5|team4|team7|team6,Q140|comp6|comp4|comp1|comp8|comp2|comp5|comp3|comp7,1|2|3|4|5|6|7|8,7|8|4|6|1|2|3|5,,,,,,5|1|6|2|8|3|7|4,,,2|6|8|4|1|3|5|7,,,,,,8|4|6|7|3|1|2|5,,,,4|7|6|1|8|3|5|2,,5|6|3|7|1|2|4|8,,,,,6|4|1|2|3|7|5|8,,,,,37.20410156,-95.73860168,-1
